date,item_id,item_name,store_id,store_name,price,item_count,kcal,cost,sales_amount
2019-06-11,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,49,392.0,23.37,1145.1300411224365
2019-06-11,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,1,538.0,5.7,5.699999809265137
2019-06-11,67,Sweet Lamb Cake,1,Bob's Diner,7.0,27,558.0,7.0,189.0
2019-06-11,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,1,652.0,8.7,8.699999809265137
2019-06-11,76,Amazing pork lunch,1,Bob's Diner,17.93,60,679.0,17.93,1075.8000183105469
2019-06-11,88,Oysters Rockefeller,6,Surfs Up,16.06,1,204.0,16.06,16.059999465942383
2019-06-11,89,Awesome Soft Drink,6,Surfs Up,3.06,1,248.0,3.06,3.059999942779541
2019-06-11,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,2,838.0,7.71,15.420000076293945
2019-06-12,3,Sweet Fruity Cake,1,Bob's Diner,29.22,2,931.0,29.22,58.439998626708984
2019-06-12,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,32,763.0,26.42,845.4400024414062
2019-06-12,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,11,478.0,4.87,53.5699987411499
2019-06-12,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,18,490.0,4.18,75.23999691009521
2019-06-12,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,252,284.0,3.21,808.9200096130371
2019-06-12,19,Strawberry Smoothy,1,Bob's Diner,2.89,216,145.0,2.89,624.2400226593018
2019-06-12,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,15,269.0,23.23,348.4499931335449
2019-06-12,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,10,671.0,10.86,108.59999656677246
2019-06-12,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,2,587.0,6.23,12.460000038146973
2019-06-12,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,1,611.0,7.55,7.550000190734863
2019-06-12,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-12,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,7,227.0,23.43,164.01000213623047
2019-06-12,49,Awesome Smoothy,3,Sweet Shack,1.39,1,78.0,1.39,1.3899999856948853
2019-06-12,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,28,613.0,28.75,805.0
2019-06-12,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,39,392.0,23.37,911.4300327301025
2019-06-12,67,Sweet Lamb Cake,1,Bob's Diner,7.0,33,558.0,7.0,231.0
2019-06-12,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,1,652.0,8.7,8.699999809265137
2019-06-12,73,Milky Cake,1,Bob's Diner,5.16,1,596.0,5.16,5.159999847412109
2019-06-12,76,Amazing pork lunch,1,Bob's Diner,17.93,63,679.0,17.93,1129.5900192260742
2019-06-12,84,BBQ Pork Steak,5,Corner Cafe,19.77,1,855.0,19.77,19.770000457763672
2019-06-12,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,1,838.0,7.71,7.710000038146973
2019-06-12,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,1,744.0,28.65,28.649999618530273
2019-06-13,3,Sweet Fruity Cake,1,Bob's Diner,29.22,5,931.0,29.22,146.09999656677246
2019-06-13,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,48,763.0,26.42,1268.1600036621094
2019-06-13,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,12,478.0,4.87,58.439998626708984
2019-06-13,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,20,490.0,4.18,83.59999656677246
2019-06-13,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,271,284.0,3.21,869.9100103378296
2019-06-13,19,Strawberry Smoothy,1,Bob's Diner,2.89,229,145.0,2.89,661.810024023056
2019-06-13,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,16,269.0,23.23,371.67999267578125
2019-06-13,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,17,671.0,10.86,184.61999416351318
2019-06-13,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,2,587.0,6.23,12.460000038146973
2019-06-13,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,1,232.0,21.14,21.139999389648438
2019-06-13,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-13,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,1,374.0,5.5,5.5
2019-06-13,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,5,227.0,23.43,117.1500015258789
2019-06-13,49,Awesome Smoothy,3,Sweet Shack,1.39,1,78.0,1.39,1.3899999856948853
2019-06-13,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,28,613.0,28.75,805.0
2019-06-13,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,53,392.0,23.37,1238.6100444793701
2019-06-13,67,Sweet Lamb Cake,1,Bob's Diner,7.0,31,558.0,7.0,217.0
2019-06-13,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,1,652.0,8.7,8.699999809265137
2019-06-13,70,Pork with Bread Lunch,5,Corner Cafe,16.28,1,545.0,16.28,16.280000686645508
2019-06-13,73,Milky Cake,1,Bob's Diner,5.16,1,596.0,5.16,5.159999847412109
2019-06-13,76,Amazing pork lunch,1,Bob's Diner,17.93,76,679.0,17.93,1362.6800231933594
2019-06-13,89,Awesome Soft Drink,6,Surfs Up,3.06,1,248.0,3.06,3.059999942779541
2019-06-13,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,2,838.0,7.71,15.420000076293945
2019-06-14,3,Sweet Fruity Cake,1,Bob's Diner,29.22,2,931.0,29.22,58.439998626708984
2019-06-14,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,62,763.0,26.42,1638.0400047302246
2019-06-14,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,1,787.0,19.48,19.479999542236328
2019-06-14,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,13,478.0,4.87,63.309998512268066
2019-06-14,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,27,490.0,4.18,112.85999536514282
2019-06-14,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,333,284.0,3.21,1068.930012702942
2019-06-14,19,Strawberry Smoothy,1,Bob's Diner,2.89,311,145.0,2.89,898.7900326251984
2019-06-14,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,26,269.0,23.23,603.9799880981445
2019-06-14,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,22,671.0,10.86,238.9199924468994
2019-06-14,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,1,588.0,7.91,7.909999847412109
2019-06-14,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,2,587.0,6.23,12.460000038146973
2019-06-14,27,Steak Meal,6,Surfs Up,26.21,1,607.0,26.21,26.209999084472656
2019-06-14,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,1,456.0,4.36,4.360000133514404
2019-06-14,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-14,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,1,374.0,5.5,5.5
2019-06-14,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,4,227.0,23.43,93.72000122070312
2019-06-14,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,1,740.0,11.82,11.819999694824219
2019-06-14,49,Awesome Smoothy,3,Sweet Shack,1.39,2,78.0,1.39,2.7799999713897705
2019-06-14,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,41,613.0,28.75,1178.75
2019-06-14,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,60,392.0,23.37,1402.200050354004
2019-06-14,67,Sweet Lamb Cake,1,Bob's Diner,7.0,44,558.0,7.0,308.0
2019-06-14,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,2,652.0,8.7,17.399999618530273
2019-06-14,73,Milky Cake,1,Bob's Diner,5.16,2,596.0,5.16,10.319999694824219
2019-06-14,76,Amazing pork lunch,1,Bob's Diner,17.93,87,679.0,17.93,1559.910026550293
2019-06-14,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,2,838.0,7.71,15.420000076293945
2019-06-15,3,Sweet Fruity Cake,1,Bob's Diner,29.22,4,931.0,29.22,116.87999725341797
2019-06-15,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,51,763.0,26.42,1347.4200038909912
2019-06-15,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,1,258.0,24.98,24.979999542236328
2019-06-15,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,17,478.0,4.87,82.7899980545044
2019-06-15,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,28,490.0,4.18,117.03999519348145
2019-06-15,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,300,284.0,3.21,963.0000114440918
2019-06-15,19,Strawberry Smoothy,1,Bob's Diner,2.89,299,145.0,2.89,864.1100313663483
2019-06-15,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,15,269.0,23.23,348.4499931335449
2019-06-15,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,19,671.0,10.86,206.33999347686768
2019-06-15,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,1,588.0,7.91,7.909999847412109
2019-06-15,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,1,587.0,6.23,6.230000019073486
2019-06-15,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,1,228.0,2.43,2.430000066757202
2019-06-15,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,4,227.0,23.43,93.72000122070312
2019-06-15,49,Awesome Smoothy,3,Sweet Shack,1.39,1,78.0,1.39,1.3899999856948853
2019-06-15,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,42,613.0,28.75,1207.5
2019-06-15,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,38,392.0,23.37,888.0600318908691
2019-06-15,67,Sweet Lamb Cake,1,Bob's Diner,7.0,42,558.0,7.0,294.0
2019-06-15,76,Amazing pork lunch,1,Bob's Diner,17.93,85,679.0,17.93,1524.0500259399414
2019-06-15,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,2,881.0,53.98,107.95999908447266
2019-06-15,89,Awesome Soft Drink,6,Surfs Up,3.06,2,248.0,3.06,6.119999885559082
2019-06-15,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,1,838.0,7.71,7.710000038146973
2019-06-16,3,Sweet Fruity Cake,1,Bob's Diner,29.22,5,931.0,29.22,146.09999656677246
2019-06-16,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,43,763.0,26.42,1136.0600032806396
2019-06-16,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,5,478.0,4.87,24.34999942779541
2019-06-16,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,16,490.0,4.18,66.87999725341797
2019-06-16,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,184,284.0,3.21,590.640007019043
2019-06-16,19,Strawberry Smoothy,1,Bob's Diner,2.89,175,145.0,2.89,505.7500183582306
2019-06-16,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,11,269.0,23.23,255.5299949645996
2019-06-16,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,10,671.0,10.86,108.59999656677246
2019-06-16,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-16,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,2,227.0,23.43,46.86000061035156
2019-06-16,49,Awesome Smoothy,3,Sweet Shack,1.39,4,78.0,1.39,5.559999942779541
2019-06-16,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,1,626.0,6.51,6.510000228881836
2019-06-16,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,20,613.0,28.75,575.0
2019-06-16,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,45,392.0,23.37,1051.650037765503
2019-06-16,60,Original Pork Meal,5,Corner Cafe,15.69,1,411.0,15.69,15.6899995803833
2019-06-16,67,Sweet Lamb Cake,1,Bob's Diner,7.0,28,558.0,7.0,196.0
2019-06-16,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,1,652.0,8.7,8.699999809265137
2019-06-16,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,1,211.0,3.98,3.9800000190734863
2019-06-16,76,Amazing pork lunch,1,Bob's Diner,17.93,49,679.0,17.93,878.5700149536133
2019-06-16,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,1,838.0,7.71,7.710000038146973
2019-06-16,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,1,744.0,28.65,28.649999618530273
2019-06-17,3,Sweet Fruity Cake,1,Bob's Diner,29.22,5,931.0,29.22,146.09999656677246
2019-06-17,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,28,763.0,26.42,739.7600021362305
2019-06-17,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,8,478.0,4.87,38.959999084472656
2019-06-17,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,16,490.0,4.18,66.87999725341797
2019-06-17,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,203,284.0,3.21,651.6300077438354
2019-06-17,19,Strawberry Smoothy,1,Bob's Diner,2.89,182,145.0,2.89,525.9800190925598
2019-06-17,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,15,269.0,23.23,348.4499931335449
2019-06-17,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,15,671.0,10.86,162.8999948501587
2019-06-17,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,1,587.0,6.23,6.230000019073486
2019-06-17,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,1,232.0,21.14,21.139999389648438
2019-06-17,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-17,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,4,227.0,23.43,93.72000122070312
2019-06-17,50,Pike Lunch,5,Corner Cafe,26.37,1,653.0,26.37,26.3700008392334
2019-06-17,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,19,613.0,28.75,546.25
2019-06-17,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,36,392.0,23.37,841.3200302124023
2019-06-17,67,Sweet Lamb Cake,1,Bob's Diner,7.0,19,558.0,7.0,133.0
2019-06-17,76,Amazing pork lunch,1,Bob's Diner,17.93,59,679.0,17.93,1057.870018005371
2019-06-17,89,Awesome Soft Drink,6,Surfs Up,3.06,1,248.0,3.06,3.059999942779541
2019-06-17,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,1,423.0,5.32,5.320000171661377
2019-06-18,3,Sweet Fruity Cake,1,Bob's Diner,29.22,5,931.0,29.22,146.09999656677246
2019-06-18,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,32,763.0,26.42,845.4400024414062
2019-06-18,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,16,478.0,4.87,77.91999816894531
2019-06-18,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,21,490.0,4.18,87.77999639511108
2019-06-18,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,194,284.0,3.21,622.7400074005127
2019-06-18,19,Strawberry Smoothy,1,Bob's Diner,2.89,178,145.0,2.89,514.4200186729431
2019-06-18,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,11,269.0,23.23,255.5299949645996
2019-06-18,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,11,671.0,10.86,119.4599962234497
2019-06-18,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,1,587.0,6.23,6.230000019073486
2019-06-18,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,1,611.0,7.55,7.550000190734863
2019-06-18,27,Steak Meal,6,Surfs Up,26.21,1,607.0,26.21,26.209999084472656
2019-06-18,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,3,227.0,23.43,70.29000091552734
2019-06-18,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,1,740.0,11.82,11.819999694824219
2019-06-18,49,Awesome Smoothy,3,Sweet Shack,1.39,1,78.0,1.39,1.3899999856948853
2019-06-18,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,31,613.0,28.75,891.25
2019-06-18,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,35,392.0,23.37,817.950029373169
2019-06-18,67,Sweet Lamb Cake,1,Bob's Diner,7.0,29,558.0,7.0,203.0
2019-06-18,76,Amazing pork lunch,1,Bob's Diner,17.93,49,679.0,17.93,878.5700149536133
2019-06-18,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,1,838.0,7.71,7.710000038146973
2019-06-19,3,Sweet Fruity Cake,1,Bob's Diner,29.22,6,931.0,29.22,175.31999588012695
2019-06-19,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,40,763.0,26.42,1056.8000030517578
2019-06-19,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,7,478.0,4.87,34.089999198913574
2019-06-19,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,14,490.0,4.18,58.51999759674072
2019-06-19,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,215,284.0,3.21,690.1500082015991
2019-06-19,19,Strawberry Smoothy,1,Bob's Diner,2.89,183,145.0,2.89,528.870019197464
2019-06-19,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,12,269.0,23.23,278.75999450683594
2019-06-19,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,12,671.0,10.86,130.31999588012695
2019-06-19,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,2,587.0,6.23,12.460000038146973
2019-06-19,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-19,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,3,227.0,23.43,70.29000091552734
2019-06-19,49,Awesome Smoothy,3,Sweet Shack,1.39,2,78.0,1.39,2.7799999713897705
2019-06-19,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,29,613.0,28.75,833.75
2019-06-19,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,42,392.0,23.37,981.5400352478027
2019-06-19,60,Original Pork Meal,5,Corner Cafe,15.69,1,411.0,15.69,15.6899995803833
2019-06-19,64,Roast Mutton Entree,6,Surfs Up,16.09,1,293.0,16.09,16.09000015258789
2019-06-19,67,Sweet Lamb Cake,1,Bob's Diner,7.0,26,558.0,7.0,182.0
2019-06-19,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,1,211.0,3.98,3.9800000190734863
2019-06-19,76,Amazing pork lunch,1,Bob's Diner,17.93,63,679.0,17.93,1129.5900192260742
2019-06-19,79,Fruity Frozen Slushy,4,Fou Cher,3.75,1,137.0,3.75,3.75
2019-06-19,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,1,881.0,53.98,53.97999954223633
2019-06-19,89,Awesome Soft Drink,6,Surfs Up,3.06,2,248.0,3.06,6.119999885559082
2019-06-19,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,2,838.0,7.71,15.420000076293945
2019-06-19,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,1,468.0,15.46,15.460000038146973
2019-06-20,3,Sweet Fruity Cake,1,Bob's Diner,29.22,5,931.0,29.22,146.09999656677246
2019-06-20,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,49,763.0,26.42,1294.5800037384033
2019-06-20,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,15,478.0,4.87,73.04999828338623
2019-06-20,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,26,490.0,4.18,108.6799955368042
2019-06-20,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,291,284.0,3.21,934.110011100769
2019-06-20,19,Strawberry Smoothy,1,Bob's Diner,2.89,268,145.0,2.89,774.5200281143188
2019-06-20,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,17,269.0,23.23,394.9099922180176
2019-06-20,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,11,671.0,10.86,119.4599962234497
2019-06-20,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,1,534.0,15.23,15.229999542236328
2019-06-20,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-20,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,1,374.0,5.5,5.5
2019-06-20,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,3,227.0,23.43,70.29000091552734
2019-06-20,49,Awesome Smoothy,3,Sweet Shack,1.39,4,78.0,1.39,5.559999942779541
2019-06-20,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,33,613.0,28.75,948.75
2019-06-20,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,52,392.0,23.37,1215.2400436401367
2019-06-20,64,Roast Mutton Entree,6,Surfs Up,16.09,1,293.0,16.09,16.09000015258789
2019-06-20,67,Sweet Lamb Cake,1,Bob's Diner,7.0,36,558.0,7.0,252.0
2019-06-20,73,Milky Cake,1,Bob's Diner,5.16,1,596.0,5.16,5.159999847412109
2019-06-20,76,Amazing pork lunch,1,Bob's Diner,17.93,67,679.0,17.93,1201.3100204467773
2019-06-20,78,Original Gin Cocktail,2,Beachfront Bar,2.99,1,279.0,2.99,2.990000009536743
2019-06-20,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,3,838.0,7.71,23.130000114440918
2019-06-21,3,Sweet Fruity Cake,1,Bob's Diner,29.22,1,931.0,29.22,29.219999313354492
2019-06-21,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,60,763.0,26.42,1585.2000045776367
2019-06-21,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,16,478.0,4.87,77.91999816894531
2019-06-21,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,20,490.0,4.18,83.59999656677246
2019-06-21,14,Amazing Cocktail,6,Surfs Up,3.9,1,472.0,3.9,3.9000000953674316
2019-06-21,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,339,284.0,3.21,1088.1900129318237
2019-06-21,19,Strawberry Smoothy,1,Bob's Diner,2.89,314,145.0,2.89,907.4600329399109
2019-06-21,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,25,269.0,23.23,580.7499885559082
2019-06-21,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,15,671.0,10.86,162.8999948501587
2019-06-21,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,2,587.0,6.23,12.460000038146973
2019-06-21,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-21,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,5,227.0,23.43,117.1500015258789
2019-06-21,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,37,613.0,28.75,1063.75
2019-06-21,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,56,392.0,23.37,1308.7200469970703
2019-06-21,67,Sweet Lamb Cake,1,Bob's Diner,7.0,51,558.0,7.0,357.0
2019-06-21,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,3,652.0,8.7,26.09999942779541
2019-06-21,73,Milky Cake,1,Bob's Diner,5.16,1,596.0,5.16,5.159999847412109
2019-06-21,76,Amazing pork lunch,1,Bob's Diner,17.93,74,679.0,17.93,1326.8200225830078
2019-06-21,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,1,383.0,5.11,5.110000133514404
2019-06-21,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,2,838.0,7.71,15.420000076293945
2019-06-21,93,Lamb with Bread Entree,5,Corner Cafe,12.44,1,585.0,12.44,12.4399995803833
2019-06-22,3,Sweet Fruity Cake,1,Bob's Diner,29.22,5,931.0,29.22,146.09999656677246
2019-06-22,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,56,763.0,26.42,1479.520004272461
2019-06-22,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,19,478.0,4.87,92.52999782562256
2019-06-22,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,25,490.0,4.18,104.49999570846558
2019-06-22,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,306,284.0,3.21,982.2600116729736
2019-06-22,19,Strawberry Smoothy,1,Bob's Diner,2.89,280,145.0,2.89,809.200029373169
2019-06-22,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,26,269.0,23.23,603.9799880981445
2019-06-22,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,18,671.0,10.86,195.47999382019043
2019-06-22,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,1,587.0,6.23,6.230000019073486
2019-06-22,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,1,318.0,2.91,2.9100000858306885
2019-06-22,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,2,227.0,23.43,46.86000061035156
2019-06-22,49,Awesome Smoothy,3,Sweet Shack,1.39,3,78.0,1.39,4.169999957084656
2019-06-22,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,34,613.0,28.75,977.5
2019-06-22,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,49,392.0,23.37,1145.1300411224365
2019-06-22,64,Roast Mutton Entree,6,Surfs Up,16.09,1,293.0,16.09,16.09000015258789
2019-06-22,67,Sweet Lamb Cake,1,Bob's Diner,7.0,41,558.0,7.0,287.0
2019-06-22,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,1,652.0,8.7,8.699999809265137
2019-06-22,73,Milky Cake,1,Bob's Diner,5.16,1,596.0,5.16,5.159999847412109
2019-06-22,76,Amazing pork lunch,1,Bob's Diner,17.93,83,679.0,17.93,1488.1900253295898
2019-06-22,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,1,881.0,53.98,53.97999954223633
2019-06-22,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,2,838.0,7.71,15.420000076293945
2019-06-23,3,Sweet Fruity Cake,1,Bob's Diner,29.22,2,931.0,29.22,58.439998626708984
2019-06-23,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,18,763.0,26.42,475.560001373291
2019-06-23,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,10,478.0,4.87,48.69999885559082
2019-06-23,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,15,490.0,4.18,62.699997425079346
2019-06-23,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,179,284.0,3.21,574.5900068283081
2019-06-23,19,Strawberry Smoothy,1,Bob's Diner,2.89,173,145.0,2.89,499.97001814842224
2019-06-23,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,21,269.0,23.23,487.8299903869629
2019-06-23,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,13,671.0,10.86,141.1799955368042
2019-06-23,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,1,587.0,6.23,6.230000019073486
